name	degree	betweenness_centrality	closeness_centrality	eigenvector_centrality	Abundance	module	z	p	taxa_roles	Kingdom	Phylum	Class	Order	Family	Genus
Desulfovibrio	1	0	2.6915487098515207	0	0.2647549445973482	M9	NA	NA	NA	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfovibrionia	o__Desulfovibrionales	f__Desulfovibrionaceae	g__Desulfovibrio
Rikenellaceae_RC9_gut_group	1	0	0.008275982244102278	0.06804528963399172	0.19787541328910369	M4	-1.0801901301958443	0	Peripheral nodes	k__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Rikenellaceae	g__Rikenellaceae_RC9_gut_group
Barnesiella	2	0	0.007393795259253742	0.08313085374806393	0.1838835113443525	M3	-1.3497638119975428	0	Peripheral nodes	k__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Barnesiellaceae	g__Barnesiella
Veillonella	3	1	0.0075124011093609475	0.010653277621546014	0.1827395193614483	M1	-0.5497796801385738	0	Peripheral nodes	k__Bacteria	p__Bacillota	c__Negativicutes	o__Veillonellales-Selenomonadales	f__Veillonellaceae	g__Veillonella
Family_XIII_AD3011_group	15	233	0.01242813154866601	0.6130153416648795	0.17506597313766023	M1	0.3275283200825546	0.6844444444444444	Connectors	k__Bacteria	p__Bacillota	c__Clostridia	o__Peptostreptococcales-Tissierellales	f__Anaerovoracaceae	g__Family_XIII_AD3011_group
Acutalibacter	11	175	0.012119347231025262	0.5403464008391025	0.1692228140865189	M3	-0.8368535634384765	0.7272727272727273	Connectors	k__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Acutalibacter
Anaerostipes	3	0	0.009547007524631008	0.030095681783547344	0.16751562605049264	M2	-0.6283066979480683	0.4444444444444444	Peripheral nodes	k__Bacteria	p__Bacillota	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Anaerostipes
Fusicatenibacter	7	87	0.010983444074619418	0.13404577777729615	0.16109167106956915	M2	-0.2984456815253324	0.6938775510204082	Connectors	k__Bacteria	p__Bacillota	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Fusicatenibacter
Bilophila	5	1	0.00834937128080154	0.16573887526347994	0.15836369018725915	M3	-0.5803984391589434	0	Peripheral nodes	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfovibrionia	o__Desulfovibrionales	f__Desulfovibrionaceae	g__Bilophila
Anaerobutyricum	8	342	0.009428649400649764	0.04162065728297472	0.14768056505460012	M5	1.4491376746189437	0.46875	Peripheral nodes	k__Bacteria	p__Bacillota	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Anaerobutyricum
[Eubacterium]_siraeum_group	5	0	0.009416508916945275	0.3245965569890791	0.14458298676242878	M4	-0.14402535069277927	0.31999999999999995	Peripheral nodes	k__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__[Eubacterium]_siraeum_group
Schaalia	17	701	0.011254971526844397	0.19770786026957174	0.13493825435271348	M1	2.9594523207459402	0.2076124567474048	Module hubs	k__Bacteria	p__Actinomycetota	c__Actinobacteria	o__Actinomycetales	f__Actinomycetaceae	g__Schaalia
[Eubacterium]_ruminantium_group	3	86	0.009193580788800717	0.11034505763374046	0.13062628457099773	M2	-0.6283066979480683	0.4444444444444444	Peripheral nodes	k__Bacteria	p__Bacillota	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__[Eubacterium]_ruminantium_group
Intestinibacter	1	0	1.9411465566437336	5.458378280689234e-20	0.12358633390697198	M11	NA	NA	NA	k__Bacteria	p__Bacillota	c__Clostridia	o__Peptostreptococcales-Tissierellales	f__Peptostreptococcaceae	g__Intestinibacter
Prevotella	4	84	0.007243104989182456	0.0035931146775768944	0.11042162616524383	M5	0.41403933560541245	0	Peripheral nodes	k__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Prevotellaceae	g__Prevotella
[Eubacterium]_xylanophilum_group	7	24	0.009654999956178889	0.37754926685882223	0.10899603615577862	M4	0.1680295758082424	0.44897959183673475	Peripheral nodes	k__Bacteria	p__Bacillota	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__[Eubacterium]_xylanophilum_group
Erysipelotrichaceae_UCG-003	2	0	0.009376919366253298	0.04190982579950085	0.10695445046321114	M2	-0.9581677143708042	0.5	Peripheral nodes	k__Bacteria	p__Bacillota	c__Bacilli	o__Erysipelotrichales	f__Erysipelatoclostridiaceae	g__Erysipelotrichaceae_UCG-003
Cloacibacillus	1	0	2.6915487098515207	0	0.1012520904253503	M9	NA	NA	NA	k__Bacteria	p__Synergistota	c__Synergistia	o__Synergistales	f__Synergistaceae	g__Cloacibacillus
UCG-003	9	56	0.010403788134783012	0.4979455386385888	0.0857465990878336	M4	-0.14402535069277927	0.6419753086419753	Connectors	k__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__UCG-003
Butyricimonas	9	66	0.009438366179248519	0.39955054436314574	0.08250822178238175	M3	-0.06748819059987723	0.345679012345679	Peripheral nodes	k__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Marinifilaceae	g__Butyricimonas
Erysipelotrichaceae_UCG-006	3	2	0.7023819077902533	0	0.07460587716201285	M6	1.224744871391589	0	Peripheral nodes	k__Bacteria	p__Bacillota	c__Bacilli	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Erysipelotrichaceae_UCG-006
Peptococcus	1	0	0.007788719206778951	0.01905714179895446	0.06823472181106954	M1	-1.1346516802859927	0	Peripheral nodes	k__Bacteria	p__Bacillota	c__Clostridia	o__Peptococcales	f__Peptococcaceae	g__Peptococcus
Granulicatella	6	2	0.007847740058689118	0.040660742938157884	0.06661553315834362	M1	0.3275283200825546	0	Peripheral nodes	k__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Carnobacteriaceae	g__Granulicatella
Achromobacter	3	0	0.005470117977711441	7.910814798097884e-4	0.06464434697241642	M5	-0.6210590034081189	0	Peripheral nodes	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Alcaligenaceae	g__Achromobacter
Mogibacterium	3	27	0.008936350959282037	0.04895425914095036	0.0635179548661723	M1	-0.5497796801385738	0	Peripheral nodes	k__Bacteria	p__Bacillota	c__Clostridia	o__Peptostreptococcales-Tissierellales	f__Anaerovoracaceae	g__Mogibacterium
Rothia	6	22	0.00832982098593085	0.03546172485391436	0.06219796411666747	M1	0.3275283200825546	0	Peripheral nodes	k__Bacteria	p__Actinomycetota	c__Actinobacteria	o__Micrococcales	f__Micrococcaceae	g__Rothia
Agathobaculum	2	0	0.00821170295715709	0.01564801439105917	0.06100117250378309	M2	-0.6283066979480683	0	Peripheral nodes	k__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__Butyricicoccaceae	g__Agathobaculum
[Eubacterium]_eligens_group	3	0	0.009385409582692779	0.15042493258337333	0.05704120025526861	M4	-0.7681352036948227	0.4444444444444444	Peripheral nodes	k__Bacteria	p__Bacillota	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__[Eubacterium]_eligens_group
Weissella	1	0	0.0073442601349615185	0.006980206051417549	0.05568600975244365	M1	-1.1346516802859927	0	Peripheral nodes	k__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Weissella
Lactococcus	2	86	0.008124821827172635	0.01514894846434892	0.05489401530274076	M1	-0.8422156802122832	0	Peripheral nodes	k__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Lactococcus
Butyribacter	1	0	0.006878763357444803	0.008787615668651135	0.05267643084357265	M2	-0.9581677143708042	0	Peripheral nodes	k__Bacteria	p__Bacillota	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Butyribacter
Sutterella	4	1	0.007588641326784921	0.0098245448800283	0.05065244502766525	M5	0.41403933560541245	0	Peripheral nodes	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Sutterellaceae	g__Sutterella
Burkholderia-Caballeronia-Paraburkholderia	4	84	0.007274597071546684	0.003543761487829525	0.050494046137724666	M5	0.41403933560541245	0	Peripheral nodes	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Burkholderia-Caballeronia-Paraburkholderia
Oscillibacter	12	24	0.010171232464429613	0.621501420130221	0.04940285378480068	M3	-0.06748819059987723	0.48611111111111116	Peripheral nodes	k__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Oscillibacter
Enterocloster	3	0	0.007543629567905268	0.006294280668020893	0.04496768486646446	M5	-0.6210590034081189	0	Peripheral nodes	k__Bacteria	p__Bacillota	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Enterocloster
Gemella	5	0	0.0076696198215174816	0.03988017443669851	0.04333089633707847	M1	0.03509232000884517	0	Peripheral nodes	k__Bacteria	p__Bacillota	c__Bacilli	o__Staphylococcales	f__Gemellaceae	g__Gemella
Peptoniphilus	2	0	1.0062290282247237	0	0.04135971015115126	M7	NA	NA	NA	k__Bacteria	p__Bacillota	c__Clostridia	o__Peptostreptococcales-Tissierellales	f__Family_XI	g__Peptoniphilus
[Ruminococcus]_gauvreauii_group	8	79	0.009790529323299097	0.05978753615135649	0.04042691668816785	M2	0.36127635132013936	0.46875	Peripheral nodes	k__Bacteria	p__Bacillota	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__[Ruminococcus]_gauvreauii_group
UCG-009	4	0	0.008740110141380769	0.31100111081628434	0.038614129392181215	M4	-0.45608027719380095	0.375	Peripheral nodes	k__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__Butyricicoccaceae	g__UCG-009
Lachnospiraceae_UCG-010	12	32	0.010650606610450105	0.6013228389198235	0.03785733469579845	M3	0.18896693367965586	0.4444444444444444	Peripheral nodes	k__Bacteria	p__Bacillota	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Lachnospiraceae_UCG-010
Lachnoclostridium	4	123	0.009615180011430564	0.04744879870377075	0.03694214110947511	M5	-1.6561573424216502	0.625	Connectors	k__Bacteria	p__Bacillota	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Lachnoclostridium
Flavonifractor	6	2	0.007628827360565065	0.2065673035476704	0.03685414172617479	M3	-0.32394331487941036	0	Peripheral nodes	k__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Flavonifractor
Lachnospira	2	1	0.008620093509116916	0.023826262468821198	0.0366957428362342	M2	-0.6283066979480683	0	Peripheral nodes	k__Bacteria	p__Bacillota	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Lachnospira
Colidextribacter	2	3	0.008890207907435187	0.1355815878120199	0.03409096109054467	M4	-0.7681352036948227	0	Peripheral nodes	k__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Colidextribacter
Marvinbryantia	9	149	0.0107014227483216	0.1903136760642227	0.033721363680683326	M2	1.0209983841656112	0.345679012345679	Peripheral nodes	k__Bacteria	p__Bacillota	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Marvinbryantia
Lancefieldella	7	8	0.008002722385321778	0.04742654434452465	0.032154974657937596	M1	0.6199643201562641	0	Peripheral nodes	k__Bacteria	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__Atopobiaceae	g__Lancefieldella
Intestinimonas	12	50	0.0102400340376522	0.5865925699345994	0.031257380948274315	M3	0.445422057959189	0.375	Peripheral nodes	k__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Intestinimonas
Lachnospiraceae_ND3007_group	6	48	0.00983138219346161	0.0457192038198412	0.030782184278452578	M5	-0.6210590034081189	0.5	Peripheral nodes	k__Bacteria	p__Bacillota	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Lachnospiraceae_ND3007_group
Pseudomonas	3	0	0.005645491385805105	7.152958963490007e-4	0.028722998709225046	M5	-0.6210590034081189	0	Peripheral nodes	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas
Odoribacter	5	8	0.007940112862996595	0.17748522223158258	0.0280542033961426	M3	-0.5803984391589434	0	Peripheral nodes	k__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Marinifilaceae	g__Odoribacter
Christensenella	2	0	0.008800598084817368	0.12608685237563227	0.02699821079653874	M4	-1.0801901301958443	0.5	Peripheral nodes	k__Bacteria	p__Bacillota	c__Clostridia	o__Christensenellales	f__Christensenellaceae	g__Christensenella
DTU089	5	0	0.007684176627976134	0.14140512224441282	0.02592461832027481	M3	-0.5803984391589434	0	Peripheral nodes	k__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__DTU089
Parvimonas	1	0	0.007986725535468581	0.015639468975081672	0.02560782054039365	M1	-1.1346516802859927	0	Peripheral nodes	k__Bacteria	p__Bacillota	c__Clostridia	o__Peptostreptococcales-Tissierellales	f__Family_XI	g__Parvimonas
Terrisporobacter	1	0	1.9411465566437336	1.9679358391402943e-18	0.02546702152711314	M11	NA	NA	NA	k__Bacteria	p__Bacillota	c__Clostridia	o__Peptostreptococcales-Tissierellales	f__Peptostreptococcaceae	g__Terrisporobacter
Paludicola	4	0	0.009072299181159559	0.27057008484085393	0.025291022760512493	M4	-0.14402535069277927	0	Peripheral nodes	k__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Paludicola
Faecalimonas	5	2	0.009517170802080713	0.06767719167777068	0.022580641754862584	M2	0.36127635132013936	0	Peripheral nodes	k__Bacteria	p__Bacillota	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Faecalimonas
Hungatella	5	8	0.008216096961722954	0.13861105125018758	0.02233424348162168	M3	-0.5803984391589434	0	Peripheral nodes	k__Bacteria	p__Bacillota	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Hungatella
Fenollaria	2	0	1.054289722768339	0	0.0201518587757737	M7	NA	NA	NA	k__Bacteria	p__Bacillota	c__Clostridia	o__Peptostreptococcales-Tissierellales	f__Family_XI	g__Fenollaria
Prevotellaceae_UCG-003	1	0	0.44558405128522804	2.1978137560822906e-19	0.018567869876367906	M6	-1.224744871391589	0	Peripheral nodes	k__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Prevotellaceae	g__Prevotellaceae_UCG-003
Scardovia	4	0	0.00827470252711558	0.030760046256731826	0.015663890227457285	M1	-0.2573436800648643	0	Peripheral nodes	k__Bacteria	p__Actinomycetota	c__Actinobacteria	o__Bifidobacteriales	f__Bifidobacteriaceae	g__Scardovia
Lachnospiraceae_FCS020_group	3	0	0.009441617517402892	0.045929319454860354	0.015575890844156965	M2	-0.2984456815253324	0	Peripheral nodes	k__Bacteria	p__Bacillota	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Lachnospiraceae_FCS020_group
Eisenbergiella	7	2	0.008022825480597988	0.1878641319195279	0.015259093064275807	M3	-0.06748819059987723	0	Peripheral nodes	k__Bacteria	p__Bacillota	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Eisenbergiella
Porphyromonas	2	0	1.184168874430414	8.869598237682816e-19	0.014889495654414454	M7	NA	NA	NA	k__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Porphyromonadaceae	g__Porphyromonas
Prevotellaceae_NK3B31_group	2	0	0.5785059930473527	7.704921276626238e-18	0.014185500588011879	M6	0	0	Peripheral nodes	k__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Prevotellaceae	g__Prevotellaceae_NK3B31_group
Lachnospiraceae_UCG-004	7	136	0.00889302724596046	0.02374433667832939	0.011510319335682095	M5	1.4491376746189437	0.40816326530612246	Peripheral nodes	k__Bacteria	p__Bacillota	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Lachnospiraceae_UCG-004
Angelakisella	3	0	0.009104307624804932	0.21099101520857996	0.010313527722797719	M4	-0.45608027719380095	0	Peripheral nodes	k__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Angelakisella
